PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method
24,10079,119.10462694672084,29.3828361543847,3,0.22000000000000003,0.10718708095112289,3,0.38666666666666666,0.006666666666666667,0.6066666666666667,BAMS150
25,8346,119.96898801312291,30.069595684929062,2,0.21999999999999997,0.10659774690086109,2,0.39,0.61,0.0,BAMS150
26,10523,118.68305015582494,29.477516247052517,3,0.2733333333333333,0.24259676980403908,3,0.36,0.006666666666666667,0.6333333333333333,BAMS150
27,7027,119.08405711356129,29.798214794816342,2,0.1866666666666667,0.013844076593255658,2,0.0,0.5933333333333334,0.4066666666666667,BAMS150
28,9607,120.10068310363536,30.34933293041593,2,0.27666666666666667,0.24909345718602668,2,0.34,0.6166666666666667,0.043333333333333335,BAMS150
29,7863,120.0057310058033,29.970514459521485,2,0.25333333333333335,0.18123641790337358,2,0.37333333333333335,0.6266666666666667,0.0,BAMS150
30,8998,120.22985880205263,30.204523623705278,2,0.24999999999999994,0.17227659701061954,2,0.37333333333333335,0.6233333333333333,0.0033333333333333335,BAMS150
31,9537,120.03411764310954,30.331813122376946,2,0.21999999999999997,0.0926637845634779,2,0.39,0.61,0.0,BAMS150
32,9787,120.0961883297735,30.402333805537193,2,0.25333333333333335,0.17772391013355696,2,0.37333333333333335,0.6266666666666667,0.0,BAMS150
33,6591,119.84519890877817,29.69805446695385,2,0.26333333333333336,0.20284268714552223,2,0.36666666666666664,0.63,0.0033333333333333335,BAMS150
34,8255,120.29471642687504,30.046778464838578,2,0.22666666666666663,0.08715387511948448,2,0.38666666666666666,0.6133333333333333,0.0,BAMS150
35,12515,119.18502899781552,29.589176596531864,3,0.2866666666666667,0.24253427545581602,3,0.35333333333333333,0.006666666666666667,0.64,BAMS150
36,14361,120.1320305840411,30.157899263090446,3,0.21999999999999997,0.06451971880120828,3,0.39,0.0,0.61,BAMS150
37,9484,119.63382860064273,30.317802626867017,2,0.2733333333333334,0.20478035225473765,2,0.36333333333333334,0.6366666666666667,0.0,BAMS150
