system:index,Original_ID,B11_mean,B11_stdDev,B12_mean,B12_stdDev,B2_mean,B2_stdDev,B3_mean,B3_stdDev,B4_mean,B4_stdDev,B8_mean,B8_stdDev,Class,MNDWI_mean,MNDWI_stdDev,NDBI_mean,NDBI_stdDev,NDVI_mean,NDVI_stdDev,.geo
00000000000000000ee6_0,3814,1110.9999999999995,188.5311645325515,1036.444444444444,217.05867671162665,391.11111111111103,178.9043471581917,465.9999999999999,212.72204085770392,507.22222222222206,260.14729920556664,774.9999999999997,343.97383621432607,1,-0.43445972,0.1576998229794115,0.21415177,0.1739377556613007,0.22220527,0.0679622716466636,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000179_0,377,1093.5555555555554,145.91330082629435,825.5555555555553,139.57165512230708,359.44444444444434,199.34454322499087,447.7777777777776,171.3837654555658,453.3333333333332,185.2193894337799,741.5555555555554,206.40688571153768,1,-0.43333852,0.1366661372941913,0.2016566,0.1116617926423711,0.25953457,0.1178748236935463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cae_0,3246,768.8888888888887,209.42855819504257,579.111111111111,146.69124373204534,265.8888888888888,29.640229585422272,317.4444444444444,34.782214839423396,308.11111111111103,30.881294030329315,532.5555555555554,75.95190160900955,1,-0.39244628,0.1235706804011579,0.16383506,0.094665200031484,0.2627317,0.0709901672774322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000625_0,1573,932.7777777777776,161.9662363839918,640.9999999999998,152.28409123885675,315.4444444444444,151.77183980575808,382.99999999999994,198.02412872060705,407.7777777777776,215.91859462809785,938.9999999999995,416.5919933086675,1,-0.44585407,0.1919518138262945,0.040190063,0.1910661964403124,0.4079662,0.0894405810510645,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e1_0,2529,391.111111111111,65.45302716782555,282.2222222222221,46.69945937773621,244.66666666666663,10.488088481701515,274.11111111111103,15.01439638365228,264.3333333333333,17.882331441335545,314.55555555555554,40.852338736563375,1,-0.16944672,0.0571204564970409,0.1052501,0.0499198824565572,0.08390425,0.0493614034086413,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a9b_0,2715,754.4444444444442,157.93677434770535,653.9999999999999,172.5977983637103,321.3333333333332,98.68355711284654,381.88888888888886,144.02888942033238,428.22222222222206,162.37869166295445,660.5555555555554,213.5280939679372,1,-0.34339586,0.1150028627468203,0.08112973,0.0844273567333721,0.22005476,0.0789733954989253,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b0_0,2224,1592.166666666666,182.0212136598979,1174.722222222222,267.12399442030994,337.66666666666663,83.47255037835292,477.3888888888888,90.4466625444638,404.6666666666665,117.23385934864456,1749.6111111111104,432.2255569708544,1,-0.5408235,0.0452860499801828,-0.034382336,0.1601520174350604,0.6081858,0.137786002692711,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001260_0,4704,816.333333333333,171.21201930809517,688.7777777777777,201.6276974898582,360.8888888888888,136.96020869373743,443.4444444444443,181.74531087401223,440.111111111111,204.80855257990703,808.8888888888886,371.842990893392,1,-0.3162684,0.1434003694670514,0.04576673,0.1658173970075477,0.29192713,0.0584618042406656,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd_0,765,564.2222222222221,180.31501926583792,484.11111111111103,187.2641891638919,271.11111111111103,48.83861050995624,299.44444444444434,59.5671630479432,299.7777777777777,78.84130020036417,579.7777777777777,201.85956492229263,1,-0.2916078,0.0811173284571844,-0.009795046,0.0450698005854668,0.30481958,0.0962165133300543,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000066f_0,1647,482.77777777777766,111.4258874546742,391.5555555555554,81.47952859612602,283.11111111111103,29.786068497591422,287.5555555555555,21.919606196336467,255.7777777777777,23.255956359024108,366.55555555555543,26.558577233943858,1,-0.23837024,0.1019835473558125,0.121356644,0.1398836513379417,0.17803748,0.06385482803761,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9b_0,3227,739.111111111111,334.51505345448106,671.6666666666665,404.0899239855736,370.11111111111103,150.43377608653694,420.9999999999998,201.3316776973868,423.66666666666646,236.67511722002192,599.3333333333333,304.4152865193643,1,-0.2702887,0.0766820795019448,0.10677731,0.0941546591266418,0.18156597,0.0427885035704129,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ea2_0,3746,1449.333333333333,205.45734891266903,1227.2777777777774,223.28334155794963,296.1111111111111,80.2024444687656,407.16666666666663,137.58633653092156,642.9444444444443,290.5646270094414,1318.2777777777774,361.6705154258432,1,-0.56918067,0.085116218503093,0.059866343,0.1076803929509493,0.36495095,0.1019537442522624,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000112e_0,4398,1121.333333333333,167.1494673770887,911.611111111111,175.54862855532176,471.83333333333326,230.11144642928517,599.5555555555553,238.52235446650883,581.9999999999998,245.41880304672844,1142.8333333333333,247.15570890522525,1,-0.32468358,0.1587842346567198,-0.0029100657,0.0882577092466475,0.34405488,0.1605759922876636,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae_0,174,1321.2222222222215,328.83220232202115,1018.222222222222,350.8756594508399,381.8888888888888,140.03844269377885,534.111111111111,172.05906249789442,457.111111111111,210.7507450596792,1517.6666666666663,321.8760976248815,1,-0.4303869,0.0584483480738379,-0.07185191,0.1233177508890915,0.5418888,0.1750631837054362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bf5_0,3061,1688.1111111111106,53.31967417680734,1075.333333333333,205.57939801665168,350.11111111111103,112.29766441070258,506.22222222222206,100.92987420071836,406.4444444444443,135.2940099775392,2309.666666666666,337.2229727247735,1,-0.5417486,0.064265041187099,-0.14936866,0.0778315737761683,0.69353604,0.1195241731952425,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001018_0,4120,745.1666666666666,110.31117602290148,555.6666666666665,113.8956637551326,372.5555555555555,103.1714981217747,392.5555555555554,124.63534464911017,395.88888888888874,143.7313809734785,643.4444444444443,161.48846612485363,1,-0.32312578,0.0930806591179284,0.082155704,0.0645825402921685,0.2522096,0.0642547307252825,"{""type"":""MultiPoint"",""coordinates"":[]}"
